00001,8182 days 08:55:59.333156000
00002,8171 days 08:55:59.333156000
00003,7670 days 08:55:59.333156000
00004,7837 days 08:55:59.333156000
00005,7815 days 08:55:59.333156000
00006,8182 days 08:55:59.333156000
00007,7737 days 08:55:59.333156000
00008,7730 days 08:55:59.333156000
00009,7659 days 08:55:59.333156000
00010,8162 days 08:55:59.333156000
00011,7767 days 08:55:59.333156000
00012,8182 days 08:55:59.333156000
00013,8182 days 08:55:59.333156000
00014,8182 days 08:55:59.333156000
00015,8182 days 08:55:59.333156000
00016,7930 days 08:55:59.333156000
00017,8182 days 08:55:59.333156000
00018,8179 days 08:55:59.333156000
00019,8022 days 08:55:59.333156000
00020,8165 days 08:55:59.333156000
00021,8170 days 08:55:59.333156000
00022,8182 days 08:55:59.333156000
00023,8182 days 08:55:59.333156000
00024,7798 days 08:55:59.333156000
00025,7659 days 08:55:59.333156000
00026,8157 days 08:55:59.333156000
00027,8171 days 08:55:59.333156000
00028,8116 days 08:55:59.333156000
00029,7702 days 08:55:59.333156000
00030,8138 days 08:55:59.333156000
00031,7673 days 08:55:59.333156000
00032,7748 days 08:55:59.333156000
00033,7746 days 08:55:59.333156000
00034,8182 days 08:55:59.333156000
00035,7913 days 08:55:59.333156000
00036,8149 days 08:55:59.333156000
00037,7685 days 08:55:59.333156000
00038,8182 days 08:55:59.333156000
00039,7748 days 08:55:59.333156000
00040,7751 days 08:55:59.333156000
00041,8182 days 08:55:59.333156000
00042,8181 days 08:55:59.333156000
00043,7674 days 08:55:59.333156000
00044,8013 days 08:55:59.333156000
00045,8182 days 08:55:59.333156000
00046,7867 days 08:55:59.333156000
00047,7661 days 08:55:59.333156000
00048,7654 days 08:55:59.333156000
00049,8182 days 08:55:59.333156000
00050,8182 days 08:55:59.333156000
00051,7848 days 08:55:59.333156000
00052,7690 days 08:55:59.333156000
00053,7694 days 08:55:59.333156000
00054,8182 days 08:55:59.333156000
00055,8173 days 08:55:59.333156000
00056,7832 days 08:55:59.333156000
00057,8182 days 08:55:59.333156000
00058,8182 days 08:55:59.333156000
00059,8158 days 08:55:59.333156000
00060,8151 days 08:55:59.333156000
00061,8182 days 08:55:59.333156000
00062,7881 days 08:55:59.333156000
00063,7677 days 08:55:59.333156000
00064,7642 days 08:55:59.333156000
00065,7737 days 08:55:59.333156000
00066,8182 days 08:55:59.333156000
00067,8166 days 08:55:59.333156000
00068,8182 days 08:55:59.333156000
00069,8179 days 08:55:59.333156000
00070,8182 days 08:55:59.333156000
00071,8182 days 08:55:59.333156000
00072,8182 days 08:55:59.333156000
00073,8108 days 08:55:59.333156000
00074,8182 days 08:55:59.333156000
00075,8182 days 08:55:59.333156000
00076,8182 days 08:55:59.333156000
00077,8182 days 08:55:59.333156000
00078,7705 days 08:55:59.333156000
00079,8182 days 08:55:59.333156000
00080,8182 days 08:55:59.333156000
00081,7913 days 08:55:59.333156000
00082,7718 days 08:55:59.333156000
00083,7710 days 08:55:59.333156000
00084,8182 days 08:55:59.333156000
00085,8180 days 08:55:59.333156000
00086,8182 days 08:55:59.333156000
00087,7902 days 08:55:59.333156000
00088,7888 days 08:55:59.333156000
00089,7657 days 08:55:59.333156000
00090,8175 days 08:55:59.333156000
00091,8182 days 08:55:59.333156000
00092,8077 days 08:55:59.333156000
00093,8180 days 08:55:59.333156000
00094,8181 days 08:55:59.333156000
00095,7643 days 08:55:59.333156000
00096,7640 days 08:55:59.333156000
00097,7731 days 08:55:59.333156000
00098,8040 days 08:55:59.333156000
00099,7833 days 08:55:59.333156000
00100,7708 days 08:55:59.333156000
00101,8165 days 08:55:59.333156000
00102,7758 days 08:55:59.333156000
00103,7711 days 08:55:59.333156000
00104,8182 days 08:55:59.333156000
00105,8182 days 08:55:59.333156000
00106,7787 days 08:55:59.333156000
00107,8182 days 08:55:59.333156000
00108,8182 days 08:55:59.333156000
00109,8150 days 08:55:59.333156000
00110,8182 days 08:55:59.333156000
00111,7647 days 08:55:59.333156000
00112,8147 days 08:55:59.333156000
00113,7752 days 08:55:59.333156000
00114,7776 days 08:55:59.333156000
00115,8182 days 08:55:59.333156000
00116,8182 days 08:55:59.333156000
00117,7740 days 08:55:59.333156000
00118,8008 days 08:55:59.333156000
00119,8182 days 08:55:59.333156000
00120,7831 days 08:55:59.333156000
00121,8182 days 08:55:59.333156000
00122,8182 days 08:55:59.333156000
00123,8182 days 08:55:59.333156000
00124,7837 days 08:55:59.333156000
00125,7659 days 08:55:59.333156000
00126,7847 days 08:55:59.333156000
00127,8182 days 08:55:59.333156000
00128,7968 days 08:55:59.333156000
00129,8182 days 08:55:59.333156000
00130,7699 days 08:55:59.333156000
00131,8182 days 08:55:59.333156000
00132,7687 days 08:55:59.333156000
00133,7868 days 08:55:59.333156000
00134,7810 days 08:55:59.333156000
00135,8182 days 08:55:59.333156000
00136,7853 days 08:55:59.333156000
00137,8182 days 08:55:59.333156000
00138,8182 days 08:55:59.333156000
00139,8177 days 08:55:59.333156000
00140,8060 days 08:55:59.333156000
00141,7691 days 08:55:59.333156000
00142,7717 days 08:55:59.333156000
00143,8182 days 08:55:59.333156000
00144,8182 days 08:55:59.333156000
00145,7668 days 08:55:59.333156000
00146,8182 days 08:55:59.333156000
00147,7836 days 08:55:59.333156000
00148,7738 days 08:55:59.333156000
00149,8159 days 08:55:59.333156000
00150,8182 days 08:55:59.333156000
00151,8182 days 08:55:59.333156000
00152,7800 days 08:55:59.333156000
00153,8182 days 08:55:59.333156000
00154,7702 days 08:55:59.333156000
00155,8182 days 08:55:59.333156000
00156,8182 days 08:55:59.333156000
00157,8126 days 08:55:59.333156000
00158,8182 days 08:55:59.333156000
00159,8182 days 08:55:59.333156000
00160,8182 days 08:55:59.333156000
00161,7666 days 08:55:59.333156000
00162,8182 days 08:55:59.333156000
00163,8182 days 08:55:59.333156000
00164,7638 days 08:55:59.333156000
00165,7666 days 08:55:59.333156000
00166,7671 days 08:55:59.333156000
00167,7839 days 08:55:59.333156000
00168,8182 days 08:55:59.333156000
00169,8182 days 08:55:59.333156000
00170,7791 days 08:55:59.333156000
00171,8182 days 08:55:59.333156000
00172,8182 days 08:55:59.333156000
00173,7725 days 08:55:59.333156000
00174,8177 days 08:55:59.333156000
00175,8182 days 08:55:59.333156000
00176,8182 days 08:55:59.333156000
00177,7685 days 08:55:59.333156000
00178,8182 days 08:55:59.333156000
00179,7763 days 08:55:59.333156000
00180,7943 days 08:55:59.333156000
00181,8182 days 08:55:59.333156000
00182,7680 days 08:55:59.333156000
00183,8182 days 08:55:59.333156000
00184,7680 days 08:55:59.333156000
00185,7676 days 08:55:59.333156000
00186,7923 days 08:55:59.333156000
00187,8150 days 08:55:59.333156000
00188,8182 days 08:55:59.333156000
00189,8182 days 08:55:59.333156000
00190,8182 days 08:55:59.333156000
00191,8178 days 08:55:59.333156000
00192,7970 days 08:55:59.333156000
00193,8182 days 08:55:59.333156000
00194,8172 days 08:55:59.333156000
00195,7798 days 08:55:59.333156000
00196,8182 days 08:55:59.333156000
00197,8058 days 08:55:59.333156000
00198,8182 days 08:55:59.333156000
00199,8182 days 08:55:59.333156000
00200,8161 days 08:55:59.333156000
00201,7700 days 08:55:59.333156000
00202,8181 days 08:55:59.333156000
00203,7978 days 08:55:59.333156000
00204,8168 days 08:55:59.333156000
00205,7842 days 08:55:59.333156000
00206,8182 days 08:55:59.333156000
00207,7863 days 08:55:59.333156000
00208,7766 days 08:55:59.333156000
00209,8109 days 08:55:59.333156000
00210,7733 days 08:55:59.333156000
00211,8182 days 08:55:59.333156000
00212,8182 days 08:55:59.333156000
00213,8164 days 08:55:59.333156000
00214,7889 days 08:55:59.333156000
00215,8182 days 08:55:59.333156000
00216,8182 days 08:55:59.333156000
00217,7665 days 08:55:59.333156000
00218,8146 days 08:55:59.333156000
00219,8046 days 08:55:59.333156000
00220,8182 days 08:55:59.333156000
00221,8182 days 08:55:59.333156000
00222,7880 days 08:55:59.333156000
00223,8182 days 08:55:59.333156000
00224,8182 days 08:55:59.333156000
00225,7970 days 08:55:59.333156000
00226,7693 days 08:55:59.333156000
00227,7947 days 08:55:59.333156000
00228,7812 days 08:55:59.333156000
00229,7640 days 08:55:59.333156000
00230,8026 days 08:55:59.333156000
00231,8182 days 08:55:59.333156000
00232,8182 days 08:55:59.333156000
00233,8182 days 08:55:59.333156000
00234,8148 days 08:55:59.333156000
00235,8182 days 08:55:59.333156000
00236,8182 days 08:55:59.333156000
