00001,1
00002,6
00003,16
00004,7
00005,29
00006,1
00007,18
00008,18
00009,6
00010,3
00011,4
00012,4
00013,4
00014,2
00015,4
00016,8
00017,5
00018,1
00019,11
00020,46
00021,4
00022,1
00023,2
00024,4
00025,12
00026,6
00027,10
00028,7
00029,28
00030,2
00031,14
00032,5
00033,70
00034,2
00035,3
00036,4
00037,11
00038,1
00039,15
00040,23
00041,1
00042,4
00043,7
00044,4
00045,1
00046,22
00047,29
00048,44
00049,2
00050,1
00051,27
00052,25
00053,6
00054,2
00055,6
00056,9
00057,4
00058,1
00059,3
00060,2
00061,11
00062,19
00063,9
00064,31
00065,4
00066,1
00067,4
00068,2
00069,14
00070,5
00071,1
00072,1
00073,7
00074,1
00075,5
00076,1
00077,1
00078,7
00079,6
00080,4
00081,26
00082,17
00083,8
00084,1
00085,3
00086,2
00087,14
00088,3
00089,36
00090,2
00091,2
00092,3
00093,14
00094,4
00095,92
00096,66
00097,18
00098,4
00099,16
00100,4
00101,2
00102,7
00103,9
00104,1
00105,3
00106,12
00107,1
00108,1
00109,12
00110,2
00111,39
00112,2
00113,5
00114,7
00115,1
00116,1
00117,5
00118,5
00119,3
00120,5
00121,1
00122,2
00123,1
00124,10
00125,9
00126,3
00127,3
00128,7
00129,1
00130,10
00131,2
00132,22
00133,12
00134,3
00135,6
00136,4
00137,2
00138,1
00139,1
00140,2
00141,10
00142,7
00143,2
00144,2
00145,38
00146,1
00147,20
00148,11
00149,8
00150,1
00151,1
00152,17
00153,1
00154,5
00155,1
00156,1
00157,6
00158,3
00159,2
00160,2
00161,25
00162,2
00163,2
00164,18
00165,4
00166,15
00167,10
00168,1
00169,1
00170,5
00171,1
00172,5
00173,4
00174,2
00175,1
00176,1
00177,36
00178,1
00179,14
00180,5
00181,3
00182,6
00183,1
00184,2
00185,10
00186,2
00187,3
00188,1
00189,15
00190,1
00191,6
00192,10
00193,2
00194,16
00195,8
00196,2
00197,3
00198,1
00199,1
00200,5
00201,5
00202,10
00203,4
00204,5
00205,5
00206,1
00207,5
00208,10
00209,7
00210,6
00211,1
00212,1
00213,2
00214,16
00215,1
00216,1
00217,12
00218,4
00219,6
00220,4
00221,1
00222,4
00223,3
00224,2
00225,8
00226,12
00227,7
00228,20
00229,7
00230,4
00231,5
00232,2
00233,1
00234,2
00235,1
00236,1
00237,2
00238,23
00239,2
00240,2
00241,7
00242,5
00243,2
00244,89
00245,11
00246,53
00247,5
00248,1
00249,5
00250,7
00251,3
00252,24
00253,1
00254,1
00255,1
00256,4
00257,3
00258,3
00259,1
00260,4
00261,1
00262,3
00263,1
00264,1
00265,6
00266,7
00267,3
00268,1
00269,1
00270,21
00271,1
00272,4
00273,2
00274,1
00275,6
00276,8
00277,2
00278,1
00279,4
00280,19
00281,1
00282,4
00283,3
00284,1
00285,1
00286,5
00287,1
00288,2
00289,2
00290,2
00291,14
00292,5
00293,12
00294,2
00295,28
00296,3
00297,1
00298,5
00299,2
00300,43
00301,12
00302,2
00303,1
00304,8
00305,11
00306,1
00307,2
00308,1
00309,3
00310,3
00311,5
00312,3
00313,174
00314,15
00315,5
00316,6
00317,13
00318,5
00319,3
00320,1
00321,6
00322,3
00323,26
00324,5
00325,6
00326,1
00327,3
00328,46
00329,7
00330,1
00331,1
00332,1
00333,1
00334,3
00335,2
00336,1
00337,3
00338,2
00339,28
00340,5
00341,6
00342,1
00343,11
00344,42
00345,3
00346,2
00347,1
00348,3
00349,3
00350,1
00351,1
00352,2
00353,4
00354,1
00355,6
00356,2
00357,5
00358,8
00359,5
00360,8
00361,3
00362,4
00363,2
00364,1
00365,21
00366,1
00367,1
00368,10
00369,1
00370,14
00371,3
00372,2
00373,19
00374,17
00375,5
00376,6
00377,3
00378,2
00379,5
00380,4
00381,3
00382,1
00383,2
00384,1
00385,2
00386,1
00387,52
00388,1
00389,35
00390,1
00391,2
00392,3
00393,2
00394,3
00395,1
00396,17
00397,5
00398,118
00399,4
00400,11
00401,2
00402,2
00403,1
00404,10
00405,1
00406,12
00407,2
00408,1
00409,1
00410,3
00411,89
00412,4
00413,2
00414,3
00415,1
00416,2
00417,13
00418,2
00419,4
00420,1
00421,16
00422,16
00423,1
00424,12
00425,1
00426,1
00427,1
00428,1
00429,4
00430,13
00431,24
00432,5
00433,15
00434,3
00435,3
00436,10
00437,2
00438,2
00439,3
00440,1
00441,19
00442,1
00443,2
00444,1
00445,16
00446,7
00447,2
00448,3
00449,7
00450,5
00451,1
00452,2
00453,14
00454,5
00455,1
00456,37
00457,37
00458,7
00459,1
00460,4
00461,13
00462,1
00463,5
00464,15
00465,4
00466,4
00467,2
00468,6
00469,1
00470,1
00471,9
00472,10
00473,3
00474,10
00475,2
00476,1
00477,1
00478,1
00479,1
00480,1
00481,1
00482,2
00483,1
00484,10
00485,72
00486,1
00487,1
00488,2
00489,4
00490,2
00491,1
00492,17
00493,2
00494,1
00495,5
00496,3
00497,1
00498,8
00499,328
00500,2
00501,2
00502,2
00503,1
00504,11
00505,4
00506,1
00507,1
00508,2
00509,1
00510,1
00511,2
00512,1
00513,1
00514,1
00515,2
00516,1
00517,1
00518,1
00519,16
00520,2
00521,2
00522,1
00523,8
00524,1
00525,2
00526,4
00527,1
00528,5
00529,1
00530,1
00531,1
00532,1
00533,2
00534,1
00535,1
00536,2
00537,1
00538,1
00539,2
00540,1
00541,4
00542,4
00543,2
00544,1
00545,23
00546,47
00547,19
00548,13
00549,4
00550,3
00551,6
00552,2
00553,2
00554,5
00555,2
00556,17
00557,2
00558,4
00559,18
00560,3
00561,25
00562,2
00563,2
00564,44
00565,8
00566,9
00567,20
00568,6
00569,7
00570,16
00571,4
00572,13
00573,4
00574,4
00575,1
00576,1
00577,1
00578,1
00579,1
00580,1
00581,1
00582,8
00583,15
00584,1
00585,24
00586,187
00587,15
00588,3
00589,6
00590,3
00591,3
00592,9
00593,15
00594,2
00595,5
00596,7
00597,3
00598,6
00599,3
00600,1
00601,2
00602,27
00603,2
00604,3
00605,4
00606,2
00607,4
00608,17
00609,26
00610,7
00611,2
00612,1
00613,3
00614,4
00615,4
00616,3
00617,2
00618,5
00619,77
00620,1
00621,2
00622,3
00623,2
00624,14
00625,3
00626,30
00627,1
00628,1
00629,18
00630,3
00631,3
00632,2
00633,18
00634,1
00635,35
00636,3
00637,1
00638,2
00639,2
00640,1
00641,3
00642,1
00643,20
00644,1
00645,6
00646,3
00647,6
00648,6
00649,3
00650,1
00651,1
00652,1
00653,7
00654,6
00655,3
00656,11
00657,5
00658,1
00659,48
00660,1
00661,1
00662,7
00663,20
00664,2
00665,1
00666,4
00667,14
00668,8
00669,2
00670,9
00671,2
00672,3
00673,1
00674,12
00675,1
00676,2
00677,2
00678,1
00679,2
00680,1
00681,2
00682,6
00683,13
00684,1
00685,1
00686,1
00687,3
00688,1
00689,5
00690,2
00691,29
00692,1
00693,2
00694,1
00695,3
00696,3
00697,1
00698,11
00699,2
00700,2
00701,1
00702,8
00703,8
00704,6
00705,3
00706,1
00707,1
00708,2
00709,1
00710,130
00711,31
00712,5
00713,1
00714,1
00715,3
00716,1
00717,3
00718,5
00719,2
00720,2
00721,2
00722,14
00723,1
00724,3
00725,1
00726,6
00727,1
00728,1
00729,41
00730,52
00731,3
00732,8
00733,7
00734,3
00735,4
00736,2
00737,14
00738,2
00739,6
00740,1
00741,2
00742,9
00743,1
00744,19
00745,1
00746,26
00747,6
00748,3
00749,2
00750,4
00751,1
00752,2
00753,4
00754,3
00755,1
00756,6
00757,1
00758,59
00759,2
00760,4
00761,1
00762,2
00763,7
00764,7
00765,29
00766,19
00767,23
00768,3
00769,3
00770,1
00771,2
00772,13
00773,21
00774,1
00775,10
00776,17
00777,1
00778,10
00779,1
00780,8
00781,3
00782,1
00783,46
00784,20
00785,1
00786,3
00787,11
00788,1
00789,7
00790,20
00791,1
00792,2
00793,3
00794,2
00795,1
00796,1
00797,61
00798,2
00799,15
00800,17
00801,1
00802,2
00803,1
00804,7
00805,8
00806,13
00807,2
00808,32
00809,2
00810,1
00811,14
00812,2
00813,10
00814,5
00815,1
00816,3
00817,6
00818,2
00819,20
00820,2
00821,8
00822,9
00823,1
00824,38
00825,57
00826,2
00827,13
00828,3
00829,1
00830,5
00831,2
00832,1
00833,1
00834,2
00835,2
00836,30
00837,7
00838,1
00839,1
00840,5
00841,2
00842,4
00843,9
00844,1
00845,17
00846,30
00847,3
00848,6
00849,10
00850,36
00851,4
00852,1
00853,3
00854,3
00855,7
00856,15
00857,2
00858,2
00859,7
00860,13
00861,5
00862,1
00863,3
00864,1
00865,7
00866,2
00867,3
00868,3
00869,2
00870,24
00871,2
00872,1
00873,13
00874,7
00875,1
00876,4
00877,1
00878,1
00879,1
00880,3
00881,18
00882,5
00883,1
00884,3
00885,1
00886,1
00887,68
00888,1
00889,2
00890,4
00891,12
00892,10
00893,4
00894,9
00895,3
00896,12
00897,2
00898,1
00899,2
00900,2
00901,3
00902,2
00903,1
00904,4
00905,5
00906,2
00907,1
00908,1
00909,2
00910,15
00911,2
00912,8
00913,1
00914,2
