00001,0 days 00:00:00.000000000
00002,0 days 00:00:00.000000000
00003,511 days 00:00:00.000000000
00004,345 days 00:00:00.000000000
00005,367 days 00:00:00.000000000
00006,0 days 00:00:00.000000000
00007,445 days 00:00:00.000000000
00008,452 days 00:00:00.000000000
00009,523 days 00:00:00.000000000
00010,0 days 00:00:00.000000000
00011,415 days 00:00:00.000000000
00012,0 days 00:00:00.000000000
00013,0 days 00:00:00.000000000
00014,0 days 00:00:00.000000000
00015,0 days 00:00:00.000000000
00016,252 days 00:00:00.000000000
00017,0 days 00:00:00.000000000
00018,0 days 00:00:00.000000000
00019,160 days 00:00:00.000000000
00020,17 days 00:00:00.000000000
00021,12 days 00:00:00.000000000
00022,0 days 00:00:00.000000000
00023,0 days 00:00:00.000000000
00024,384 days 00:00:00.000000000
00025,523 days 00:00:00.000000000
00026,25 days 00:00:00.000000000
00027,5 days 00:00:00.000000000
00028,66 days 00:00:00.000000000
00029,480 days 00:00:00.000000000
00030,44 days 00:00:00.000000000
00031,509 days 00:00:00.000000000
00032,434 days 00:00:00.000000000
00033,436 days 00:00:00.000000000
00034,0 days 00:00:00.000000000
00035,269 days 00:00:00.000000000
00036,33 days 00:00:00.000000000
00037,469 days 00:00:00.000000000
00038,0 days 00:00:00.000000000
00039,434 days 00:00:00.000000000
00040,431 days 00:00:00.000000000
00041,0 days 00:00:00.000000000
00042,1 days 00:00:00.000000000
00043,508 days 00:00:00.000000000
00044,169 days 00:00:00.000000000
00045,0 days 00:00:00.000000000
00046,315 days 00:00:00.000000000
00047,521 days 00:00:00.000000000
00048,528 days 00:00:00.000000000
00049,0 days 00:00:00.000000000
00050,0 days 00:00:00.000000000
00051,308 days 00:00:00.000000000
00052,491 days 00:00:00.000000000
00053,488 days 00:00:00.000000000
00054,0 days 00:00:00.000000000
00055,9 days 00:00:00.000000000
00056,350 days 00:00:00.000000000
00057,0 days 00:00:00.000000000
00058,0 days 00:00:00.000000000
00059,24 days 00:00:00.000000000
00060,0 days 00:00:00.000000000
00061,0 days 00:00:00.000000000
00062,301 days 00:00:00.000000000
00063,505 days 00:00:00.000000000
00064,538 days 00:00:00.000000000
00065,445 days 00:00:00.000000000
00066,0 days 00:00:00.000000000
00067,16 days 00:00:00.000000000
00068,0 days 00:00:00.000000000
00069,3 days 00:00:00.000000000
00070,0 days 00:00:00.000000000
00071,0 days 00:00:00.000000000
00072,0 days 00:00:00.000000000
00073,74 days 00:00:00.000000000
00074,0 days 00:00:00.000000000
00075,0 days 00:00:00.000000000
00076,0 days 00:00:00.000000000
00077,0 days 00:00:00.000000000
00078,465 days 00:00:00.000000000
00079,0 days 00:00:00.000000000
00080,0 days 00:00:00.000000000
00081,269 days 00:00:00.000000000
00082,464 days 00:00:00.000000000
00083,472 days 00:00:00.000000000
00084,0 days 00:00:00.000000000
00085,0 days 00:00:00.000000000
00086,0 days 00:00:00.000000000
00087,280 days 00:00:00.000000000
00088,240 days 00:00:00.000000000
00089,525 days 00:00:00.000000000
00090,7 days 00:00:00.000000000
00091,0 days 00:00:00.000000000
00092,105 days 00:00:00.000000000
00093,2 days 00:00:00.000000000
00094,0 days 00:00:00.000000000
00095,537 days 00:00:00.000000000
00096,542 days 00:00:00.000000000
00097,451 days 00:00:00.000000000
00098,142 days 00:00:00.000000000
00099,349 days 00:00:00.000000000
00100,474 days 00:00:00.000000000
00101,0 days 00:00:00.000000000
00102,424 days 00:00:00.000000000
00103,424 days 00:00:00.000000000
00104,0 days 00:00:00.000000000
00105,0 days 00:00:00.000000000
00106,395 days 00:00:00.000000000
00107,0 days 00:00:00.000000000
00108,0 days 00:00:00.000000000
00109,21 days 00:00:00.000000000
00110,0 days 00:00:00.000000000
00111,535 days 00:00:00.000000000
00112,35 days 00:00:00.000000000
00113,430 days 00:00:00.000000000
00114,406 days 00:00:00.000000000
00115,0 days 00:00:00.000000000
00116,0 days 00:00:00.000000000
00117,442 days 00:00:00.000000000
00118,174 days 00:00:00.000000000
00119,0 days 00:00:00.000000000
00120,351 days 00:00:00.000000000
00121,0 days 00:00:00.000000000
00122,0 days 00:00:00.000000000
00123,0 days 00:00:00.000000000
00124,345 days 00:00:00.000000000
00125,523 days 00:00:00.000000000
00126,333 days 00:00:00.000000000
00127,0 days 00:00:00.000000000
00128,214 days 00:00:00.000000000
00129,0 days 00:00:00.000000000
00130,483 days 00:00:00.000000000
00131,0 days 00:00:00.000000000
00132,495 days 00:00:00.000000000
00133,314 days 00:00:00.000000000
00134,372 days 00:00:00.000000000
00135,0 days 00:00:00.000000000
00136,329 days 00:00:00.000000000
00137,0 days 00:00:00.000000000
00138,0 days 00:00:00.000000000
00139,0 days 00:00:00.000000000
00140,122 days 00:00:00.000000000
00141,491 days 00:00:00.000000000
00142,464 days 00:00:00.000000000
00143,0 days 00:00:00.000000000
00144,0 days 00:00:00.000000000
00145,514 days 00:00:00.000000000
00146,0 days 00:00:00.000000000
00147,319 days 00:00:00.000000000
00148,444 days 00:00:00.000000000
00149,23 days 00:00:00.000000000
00150,0 days 00:00:00.000000000
00151,0 days 00:00:00.000000000
00152,382 days 00:00:00.000000000
00153,0 days 00:00:00.000000000
00154,480 days 00:00:00.000000000
00155,0 days 00:00:00.000000000
00156,0 days 00:00:00.000000000
00157,56 days 00:00:00.000000000
00158,0 days 00:00:00.000000000
00159,0 days 00:00:00.000000000
00160,0 days 00:00:00.000000000
00161,516 days 00:00:00.000000000
00162,0 days 00:00:00.000000000
00163,0 days 00:00:00.000000000
00164,540 days 00:00:00.000000000
00165,516 days 00:00:00.000000000
00166,511 days 00:00:00.000000000
00167,325 days 00:00:00.000000000
00168,0 days 00:00:00.000000000
00169,0 days 00:00:00.000000000
00170,391 days 00:00:00.000000000
00171,0 days 00:00:00.000000000
00172,0 days 00:00:00.000000000
00173,457 days 00:00:00.000000000
00174,5 days 00:00:00.000000000
00175,0 days 00:00:00.000000000
00176,0 days 00:00:00.000000000
00177,497 days 00:00:00.000000000
00178,0 days 00:00:00.000000000
00179,419 days 00:00:00.000000000
00180,239 days 00:00:00.000000000
00181,0 days 00:00:00.000000000
00182,502 days 00:00:00.000000000
00183,0 days 00:00:00.000000000
00184,502 days 00:00:00.000000000
00185,449 days 00:00:00.000000000
00186,258 days 00:00:00.000000000
00187,32 days 00:00:00.000000000
00188,0 days 00:00:00.000000000
00189,0 days 00:00:00.000000000
00190,0 days 00:00:00.000000000
00191,0 days 00:00:00.000000000
