00001,1997-01-01
00002,1997-01-12
00003,1998-05-28
00004,1997-12-12
00005,1998-01-03
00006,1997-01-01
00007,1998-03-22
00008,1998-03-29
00009,1998-06-08
00010,1997-01-21
00011,1998-02-20
00012,1997-01-01
00013,1997-01-01
00014,1997-01-01
00015,1997-01-01
00016,1997-09-10
00017,1997-01-01
00018,1997-01-04
00019,1997-06-10
00020,1997-01-18
00021,1997-01-13
00022,1997-01-01
00023,1997-01-01
00024,1998-01-20
00025,1998-06-08
00026,1997-01-26
00027,1997-01-12
00028,1997-03-08
00029,1998-04-26
00030,1997-02-14
00031,1998-05-25
00032,1998-03-11
00033,1998-03-13
00034,1997-01-01
00035,1997-09-27
00036,1997-02-03
00037,1998-05-13
00038,1997-01-01
00039,1998-03-11
00040,1998-03-08
00041,1997-01-01
00042,1997-01-02
00043,1998-05-24
00044,1997-06-19
00045,1997-01-01
00046,1997-11-12
00047,1998-06-06
00048,1998-06-13
00049,1997-01-01
00050,1997-01-01
00051,1997-12-01
00052,1998-05-08
00053,1998-05-04
00054,1997-01-01
00055,1997-01-10
00056,1997-12-17
00057,1997-01-01
00058,1997-01-01
00059,1997-01-25
00060,1997-02-01
00061,1997-01-01
00062,1997-10-29
00063,1998-05-21
00064,1998-06-25
00065,1998-03-22
00066,1997-01-01
00067,1997-01-17
00068,1997-01-01
00069,1997-01-04
00070,1997-01-01
00071,1997-01-01
00072,1997-01-01
00073,1997-03-16
00074,1997-01-01
00075,1997-01-01
00076,1997-01-01
00077,1997-01-01
00078,1998-04-23
00079,1997-01-01
00080,1997-01-01
00081,1997-09-27
00082,1998-04-10
00083,1998-04-18
00084,1997-01-01
00085,1997-01-03
00086,1997-01-01
00087,1997-10-08
00088,1997-10-22
00089,1998-06-10
00090,1997-01-08
00091,1997-01-01
00092,1997-04-16
00093,1997-01-03
00094,1997-01-02
00095,1998-06-24
00096,1998-06-27
00097,1998-03-28
00098,1997-05-23
00099,1997-12-16
00100,1998-04-20
00101,1997-01-18
00102,1998-03-01
00103,1998-04-17
00104,1997-01-01
00105,1997-01-01
00106,1998-01-31
00107,1997-01-01
00108,1997-01-01
00109,1997-02-02
00110,1997-01-01
00111,1998-06-20
00112,1997-02-05
00113,1998-03-07
00114,1998-02-11
00115,1997-01-01
00116,1997-01-01
00117,1998-03-19
00118,1997-06-24
00119,1997-01-01
00120,1997-12-18
00121,1997-01-01
00122,1997-01-01
00123,1997-01-01
00124,1997-12-12
00125,1998-06-08
00126,1997-12-02
00127,1997-01-01
00128,1997-08-03
00129,1997-01-01
00130,1998-04-29
00131,1997-01-01
00132,1998-05-11
00133,1997-11-11
00134,1998-01-08
00135,1997-01-01
00136,1997-11-26
00137,1997-01-01
00138,1997-01-01
00139,1997-01-06
00140,1997-05-03
00141,1998-05-07
00142,1998-04-11
00143,1997-01-01
00144,1997-01-01
00145,1998-05-30
00146,1997-01-01
00147,1997-12-13
00148,1998-03-21
00149,1997-01-24
00150,1997-01-01
00151,1997-01-01
00152,1998-01-18
00153,1997-01-01
00154,1998-04-26
00155,1997-01-01
00156,1997-01-01
00157,1997-02-26
00158,1997-01-01
00159,1997-01-01
00160,1997-01-01
00161,1998-06-01
00162,1997-01-01
00163,1997-01-01
00164,1998-06-29
00165,1998-06-01
00166,1998-05-27
00167,1997-12-10
00168,1997-01-01
00169,1997-01-01
00170,1998-01-27
00171,1997-01-01
00172,1997-01-01
00173,1998-04-03
00174,1997-01-06
00175,1997-01-01
00176,1997-01-01
00177,1998-05-13
00178,1997-01-01
00179,1998-02-24
00180,1997-08-28
00181,1997-01-01
00182,1998-05-18
00183,1997-01-01
00184,1998-05-18
00185,1998-05-22
00186,1997-09-17
00187,1997-02-02
00188,1997-01-01
00189,1997-01-01
00190,1997-01-01
